project,class,commits,bcommits,Algo,Conc,Mem,Prog,Fail,Perf,Sec,tins,devs,max_commit_age
proxyee-down-org/proxyee-down,Scripting_Dynamic_Allow_Managed,261,15,0,0,0,15,10,0,5,5006,11,686
psf/requests,Scripting_Dynamic_Disallow_Managed,4486,803,22,5,26,750,311,13,479,107237,479,3175
pubkey/rxdb,Scripting_Dynamic_Allow_Managed,4845,629,19,8,30,572,173,1,455,579620,34,1099
puppeteer/puppeteer,Scripting_Dynamic_Allow_Managed,3450,1179,11,32,55,1081,829,8,342,103390,130,944
pypa/pipenv,Procedural_Static_Allow_Unmanaged,148,0,0,0,0,0,0,0,0,41187,3,722
pypa/pipenv,Scripting_Dynamic_Disallow_Managed,10555,1707,28,33,39,1607,1213,89,405,715489,233,960
python/cpython,Procedural_Static_Allow_Unmanaged,56072,14964,81,548,2435,11900,8918,203,5843,3668039,503,10648
python/cpython,Scripting_Dynamic_Allow_Managed,85,11,0,0,0,11,4,0,7,2917,15,7920
python/cpython,Scripting_Dynamic_Disallow_Managed,95403,22959,213,834,1276,20636,13693,255,9011,2655338,845,10650
pytorch/pytorch,Procedural_Dynamic_Allow_Managed,120,24,0,0,3,21,16,0,8,2496,19,2151
pytorch/pytorch,Procedural_Static_Allow_Unmanaged,61917,9582,167,390,574,8451,7650,555,1377,1700918,1062,2877
pytorch/pytorch,Procedural_Static_Disallow_Managed,55,6,0,0,0,6,6,0,0,3002,3,95
pytorch/pytorch,Scripting_Dynamic_Disallow_Managed,26572,6014,106,195,243,5470,4262,258,1494,660560,1260,1629
radareorg/radare2,Procedural_Dynamic_Allow_Managed,23,3,0,0,0,3,2,0,1,878,2,1721
radareorg/radare2,Procedural_Static_Allow_Unmanaged,58109,29457,699,375,4777,23606,12587,304,16566,1577621,813,3960
radareorg/radare2,Procedural_Static_Disallow_Managed,7,5,0,0,1,4,1,0,4,59,2,1194
radareorg/radare2,Scripting_Dynamic_Allow_Managed,816,268,0,0,24,244,168,0,100,150614,27,3931
radareorg/radare2,Scripting_Dynamic_Disallow_Managed,223,82,0,3,12,67,40,0,42,3719,18,3951
rails/rails,Procedural_Dynamic_Allow_Managed,21,3,0,0,0,3,3,0,0,224,7,1763
rails/rails,Scripting_Dynamic_Allow_Managed,1196,177,3,7,16,151,101,1,75,101409,104,5334
rails/rails,Scripting_Dynamic_Disallow_Managed,128063,22459,133,419,1512,20395,13236,263,8960,1233639,4077,5495
railsware/upterm,Scripting_Dynamic_Allow_Managed,314,43,1,0,6,36,11,0,32,5061,11,852
ramsey/uuid,Scripting_Dynamic_Allow_Managed,1051,170,1,0,7,162,45,0,125,15729,53,2710
rapid7/metasploit-framework,Procedural_Dynamic_Allow_Managed,28,2,0,0,0,2,0,0,2,295,6,2299
rapid7/metasploit-framework,Procedural_Static_Allow_Unmanaged,8713,330,0,26,28,276,155,18,157,961939,62,5292
rapid7/metasploit-framework,Procedural_Static_Disallow_Managed,2212,324,0,34,16,274,175,21,128,66004,35,4715
rapid7/metasploit-framework,Scripting_Dynamic_Allow_Managed,1344,89,0,1,1,87,27,0,62,193124,36,5074
rapid7/metasploit-framework,Scripting_Dynamic_Disallow_Managed,144865,29273,155,363,777,27978,12608,734,15931,4322750,1130,5372
raywenderlich/swift-algorithm-club,Functional_Static_Disallow_Managed,2312,539,12,0,11,516,210,4,325,70822,229,1382
rclone/rclone,Procedural_Static_Allow_Unmanaged,16,1,0,0,0,1,0,0,1,538,1,1105
rclone/rclone,Procedural_Static_Disallow_Managed,44425,4523,23,91,347,4062,2514,81,1928,10436017,255,2574
rclone/rclone,Scripting_Dynamic_Allow_Managed,53,12,0,0,0,12,3,0,9,2574,1,910
rclone/rclone,Scripting_Dynamic_Disallow_Managed,87,15,0,0,1,14,14,0,1,1915,13,1556
react-dnd/react-dnd,Scripting_Dynamic_Allow_Managed,2725,159,0,0,1,158,74,1,84,44551,50,1875
react-native-community/react-native-maps,Procedural_Static_Allow_Unmanaged,816,232,0,0,12,220,163,10,59,17014,129,1406
react-native-community/react-native-maps,Procedural_Static_Disallow_Managed,439,98,0,0,6,92,77,6,15,12908,98,1373
react-native-community/react-native-maps,Scripting_Dynamic_Allow_Managed,772,209,2,0,1,206,85,1,123,20227,113,1404
react-navigation/react-navigation,Procedural_Static_Disallow_Managed,22,3,0,0,0,3,3,0,0,85,6,824
react-navigation/react-navigation,Scripting_Dynamic_Allow_Managed,2386,898,4,3,17,874,600,11,287,161464,222,972
reactiveui/ReactiveUI,Procedural_Static_Disallow_Managed,9944,1976,3,74,241,1658,816,23,1137,282729,148,3464
reactiveui/ReactiveUI,Scripting_Dynamic_Disallow_Managed,14,0,0,0,0,0,0,0,0,192,2,1941
realm/SwiftLint,Functional_Static_Disallow_Managed,8462,1753,4,2,69,1678,670,23,1060,85464,212,1662
realm/realm-cocoa,Functional_Static_Disallow_Managed,4477,771,7,19,18,727,522,16,233,99124,55,1986
realm/realm-cocoa,Procedural_Static_Allow_Unmanaged,15647,2496,39,103,154,2200,1287,42,1167,318935,105,2768
realm/realm-cocoa,Scripting_Dynamic_Allow_Managed,14,1,0,0,0,1,1,0,0,1775,5,2720
realm/realm-cocoa,Scripting_Dynamic_Disallow_Managed,141,20,0,0,1,19,16,0,4,2221,13,2771
recharts/recharts,Scripting_Dynamic_Allow_Managed,4689,1520,6,8,28,1478,600,30,890,203705,144,1561
reduxjs/redux,Scripting_Dynamic_Allow_Managed,2416,454,3,4,5,442,150,1,303,26162,226,1639
resque/resque,Scripting_Dynamic_Allow_Managed,13,0,0,0,0,0,0,0,0,217,8,2483
resque/resque,Scripting_Dynamic_Disallow_Managed,1418,289,7,49,8,225,149,6,134,13545,195,3435
restsharp/RestSharp,Procedural_Static_Disallow_Managed,3354,925,1,1,22,901,568,6,351,119197,238,3574
rethinkdb/rethinkdb,Procedural_Static_Allow_Unmanaged,73371,14348,141,846,1270,12091,9230,250,4868,3190497,114,3652
rethinkdb/rethinkdb,Procedural_Static_Disallow_Managed,4340,360,0,11,7,342,74,16,270,78542,24,1883
rethinkdb/rethinkdb,Scripting_Dynamic_Allow_Managed,13287,3946,12,9,33,3892,3098,31,817,958495,60,2637
rethinkdb/rethinkdb,Scripting_Dynamic_Disallow_Managed,9621,2061,15,51,41,1954,1289,27,745,355327,111,3491
robb/Cartography,Functional_Static_Disallow_Managed,752,91,0,5,1,85,56,4,31,12151,35,1805
robbiehanson/CocoaAsyncSocket,Functional_Static_Disallow_Managed,13,1,0,1,0,0,0,0,1,789,4,771
robbiehanson/CocoaAsyncSocket,Procedural_Static_Allow_Unmanaged,841,263,1,14,17,231,108,20,135,61166,52,4016
robertdavidgraham/masscan,Procedural_Static_Allow_Unmanaged,2134,308,20,6,6,276,47,9,252,80451,32,2247
roots/sage,Scripting_Dynamic_Allow_Managed,2395,394,3,1,8,382,197,4,193,32380,163,2851
rsnapshot/rsnapshot,Scripting_Dynamic_Allow_Managed,514,110,1,2,2,105,61,2,47,18695,26,5745
rtyley/bfg-repo-cleaner,Functional_Static_Disallow_Managed,634,102,0,4,17,81,78,8,16,7570,5,1847
rubocop-hq/rubocop,Scripting_Dynamic_Disallow_Managed,27525,9036,66,72,156,8742,4140,196,4700,382239,639,2790
ruby-grape/grape,Scripting_Dynamic_Disallow_Managed,3483,1080,6,13,28,1033,626,0,454,48931,286,3416
ruby/ruby,Procedural_Static_Allow_Unmanaged,52843,11781,30,918,1044,9789,8298,219,3264,1662044,177,7999
ruby/ruby,Scripting_Dynamic_Allow_Managed,30,0,0,0,0,0,0,0,0,1007,6,3435
ruby/ruby,Scripting_Dynamic_Disallow_Managed,75283,11783,43,514,478,10748,7177,106,4500,2000662,221,7999
sbt/sbt,Functional_Static_Disallow_Managed,19192,3825,25,453,293,3054,1987,71,1767,279723,206,3819
sbt/sbt,Procedural_Static_Disallow_Managed,737,89,0,23,9,57,38,0,51,6994,35,3806
sbt/sbt,Scripting_Dynamic_Disallow_Managed,46,10,0,0,0,10,4,1,5,535,3,625
scala-js/scala-js,Functional_Static_Disallow_Managed,16043,6877,43,43,187,6604,3875,282,2720,438563,76,3140
scala-js/scala-js,Scripting_Dynamic_Allow_Managed,345,141,0,0,9,132,83,3,55,6834,12,2376
scala-native/scala-native,Functional_Static_Disallow_Managed,7722,1827,9,13,142,1663,997,55,775,294262,83,1437
scala-native/scala-native,Procedural_Static_Allow_Unmanaged,464,75,0,1,7,67,61,0,14,27985,24,1357
scala-native/scala-native,Scripting_Dynamic_Disallow_Managed,24,3,0,0,0,3,2,0,1,1535,3,1110
scala/scala,Functional_Static_Disallow_Managed,114893,22788,225,500,865,21198,13541,727,8520,1711542,587,6143
scala/scala,Procedural_Static_Disallow_Managed,9196,1203,6,8,56,1133,733,25,445,313328,92,6062
scala/scala,Scripting_Dynamic_Allow_Managed,230,66,0,0,0,66,41,8,17,18899,34,5800
scalanlp/breeze,Functional_Static_Disallow_Managed,10422,1196,5,10,20,1161,431,68,697,230678,129,4137
scalanlp/breeze,Procedural_Static_Disallow_Managed,36,1,0,0,0,1,1,0,0,228,7,3747
scalatra/scalatra,Functional_Static_Disallow_Managed,6241,827,0,10,25,792,381,15,431,76512,119,3833
scalatra/scalatra,Procedural_Static_Disallow_Managed,31,2,0,0,0,2,1,0,1,2692,8,3072
scalatra/scalatra,Scripting_Dynamic_Allow_Managed,105,10,0,0,0,10,5,0,5,25098,7,2336
scalaz/scalaz,Functional_Static_Disallow_Managed,16099,1672,5,31,87,1549,755,10,907,218757,254,3973
scalaz/scalaz,Procedural_Static_Disallow_Managed,227,1,0,0,0,1,1,0,0,32783,12,1336
scikit-learn/scikit-learn,Procedural_Static_Allow_Unmanaged,2457,458,5,1,58,394,199,9,250,2122355,111,3606
scikit-learn/scikit-learn,Scripting_Dynamic_Allow_Managed,40,10,0,0,1,9,3,0,7,35844,9,2789
scikit-learn/scikit-learn,Scripting_Dynamic_Disallow_Managed,41474,10432,152,51,425,9804,4473,165,5794,752245,1610,3626
scrapy/scrapy,Scripting_Dynamic_Disallow_Managed,11414,1697,3,31,134,1529,906,15,776,158688,281,4178
scwang90/SmartRefreshLayout,Procedural_Static_Disallow_Managed,3356,16,0,0,0,16,11,4,1,79976,9,807
sebastianbergmann/phpunit,Scripting_Dynamic_Allow_Managed,28600,4651,15,8,189,4439,1138,37,3476,320713,422,4911
serbanghita/Mobile-Detect,Scripting_Dynamic_Allow_Managed,759,153,0,2,9,142,43,15,95,17978,75,3769
serverless/serverless,Procedural_Static_Disallow_Managed,109,7,0,0,0,7,6,0,1,1698,28,1190
serverless/serverless,Scripting_Dynamic_Allow_Managed,20478,2989,52,60,66,2811,1074,48,1867,690448,435,1695
serverless/serverless,Scripting_Dynamic_Disallow_Managed,85,9,0,0,1,8,4,0,5,570,31,1387
sferik/rails_admin,Scripting_Dynamic_Allow_Managed,2196,175,0,2,16,157,94,3,78,345925,88,3361
sferik/rails_admin,Scripting_Dynamic_Disallow_Managed,6844,1474,4,25,47,1398,604,20,850,78395,301,3381
shadowsocks/ShadowsocksX-NG,Functional_Static_Disallow_Managed,1291,65,0,0,8,57,30,0,35,54916,24,1250
shadowsocks/ShadowsocksX-NG,Procedural_Static_Allow_Unmanaged,1324,22,0,0,0,22,10,0,12,74754,15,1240
shadowsocks/shadowsocks-windows,Procedural_Static_Disallow_Managed,2161,311,10,11,25,265,140,6,165,64599,70,2509
shuzheng/zheng,Procedural_Static_Disallow_Managed,2046,0,0,0,0,0,0,0,0,58109,6,771
shuzheng/zheng,Scripting_Dynamic_Allow_Managed,624,0,0,0,0,0,0,0,0,36847,4,722
sinatra/sinatra,Scripting_Dynamic_Disallow_Managed,3539,738,7,14,26,691,393,1,344,56084,302,4430
sindresorhus/refined-github,Scripting_Dynamic_Allow_Managed,1357,272,0,7,13,252,129,6,137,14986,96,1164
sitaramc/gitolite,Scripting_Dynamic_Allow_Managed,502,68,0,1,7,60,44,0,24,9113,13,2600
sjdy521/Mojo-Webqq,Scripting_Dynamic_Allow_Managed,1356,7,0,0,0,7,3,0,4,16690,24,1411
sjdy521/Mojo-Weixin,Scripting_Dynamic_Allow_Managed,824,6,0,0,0,6,3,0,3,10635,10,1348
skylot/jadx,Procedural_Static_Disallow_Managed,7513,3212,10,73,541,2588,857,5,2350,123101,40,2458
slackapi/hubot-slack,Scripting_Dynamic_Allow_Managed,656,123,0,1,3,119,47,0,76,7657,58,2289
slackhq/SlackTextViewController,Functional_Static_Disallow_Managed,142,5,0,0,0,5,5,0,0,16713,7,1093
slackhq/SlackTextViewController,Procedural_Static_Allow_Unmanaged,3381,637,8,6,12,611,478,8,151,54276,62,1462
slick/slick,Functional_Static_Disallow_Managed,8150,1079,6,28,52,993,686,9,384,103127,140,3927
slick/slick,Scripting_Dynamic_Disallow_Managed,46,3,0,0,0,3,2,0,1,555,4,1700
slimphp/Slim,Scripting_Dynamic_Allow_Managed,6509,937,7,19,32,879,392,15,530,113899,227,3367
snabbco/snabb,Procedural_Dynamic_Allow_Managed,7707,1331,12,32,171,1116,643,87,601,285971,58,3616
snabbco/snabb,Procedural_Static_Allow_Unmanaged,6195,1113,20,5,265,823,532,22,559,333085,26,3504
snabbco/snabb,Scripting_Dynamic_Disallow_Managed,124,15,0,0,0,15,9,0,6,5460,8,1534
snowplow/snowplow,Functional_Static_Disallow_Managed,7921,518,3,11,11,493,303,3,212,123946,57,2731
snowplow/snowplow,Procedural_Static_Disallow_Managed,197,29,0,2,0,27,19,0,10,3609,10,2460
snowplow/snowplow,Scripting_Dynamic_Allow_Managed,317,42,0,4,0,38,18,0,24,10105,12,838
snowplow/snowplow,Scripting_Dynamic_Disallow_Managed,1228,204,0,4,5,195,102,2,100,15253,22,2672
socketio/socket.io,Scripting_Dynamic_Allow_Managed,1402,387,13,9,22,343,169,7,211,34761,105,3058
soimort/you-get,Scripting_Dynamic_Disallow_Managed,2387,853,8,3,18,824,151,3,699,27017,197,2610
sorich87/bootstrap-tour,Scripting_Dynamic_Allow_Managed,1550,322,8,0,3,311,133,9,180,71696,49,2287
soyjavi/QuoJS,Scripting_Dynamic_Allow_Managed,1816,262,0,0,0,262,92,6,164,43396,31,1252
spark-jobserver/spark-jobserver,Functional_Static_Disallow_Managed,2444,711,25,14,21,651,538,8,165,48246,107,2066
spark-jobserver/spark-jobserver,Procedural_Static_Disallow_Managed,23,7,0,0,0,7,5,0,2,246,7,788
spark-jobserver/spark-jobserver,Scripting_Dynamic_Allow_Managed,23,1,0,0,0,1,1,0,0,6054,8,1613
spark-jobserver/spark-jobserver,Scripting_Dynamic_Disallow_Managed,41,8,0,0,0,8,7,0,1,922,8,497
spf13/cobra,Procedural_Static_Disallow_Managed,806,235,3,1,7,224,102,2,131,20671,118,2236
spray/spray,Functional_Static_Disallow_Managed,11222,1194,24,23,81,1066,546,13,635,141005,81,2098
spray/spray,Scripting_Dynamic_Allow_Managed,131,21,0,0,0,21,0,0,21,7134,4,1544
spray/spray,Scripting_Dynamic_Disallow_Managed,22,1,0,0,0,1,0,0,1,263,3,1029
spree/spree,Procedural_Dynamic_Allow_Managed,18,2,0,0,0,2,2,0,0,144,4,855
spree/spree,Scripting_Dynamic_Allow_Managed,3154,1038,9,2,51,976,662,27,349,141777,174,4291
spree/spree,Scripting_Dynamic_Disallow_Managed,42775,12033,268,162,962,10641,6504,185,5344,691525,752,4301
spring-projects/spring-boot,Procedural_Static_Disallow_Managed,82390,11678,380,151,513,10634,7387,66,4225,1107756,568,2420
spring-projects/spring-boot,Scripting_Dynamic_Allow_Managed,42,3,0,0,0,3,3,0,0,42925,8,2240
spring-projects/spring-boot,Scripting_Dynamic_Disallow_Managed,10,2,0,0,0,2,0,0,2,60,6,1956
spring-projects/spring-framework,Procedural_Static_Disallow_Managed,127646,29462,110,761,1071,27520,22598,131,6733,2413853,418,4170
spring-projects/spring-framework,Scripting_Dynamic_Allow_Managed,65,5,0,0,0,5,5,0,0,292,12,3339
spring-projects/spring-framework,Scripting_Dynamic_Disallow_Managed,31,0,0,0,0,0,0,0,0,123,6,3017
sqitchers/sqitch,Scripting_Dynamic_Allow_Managed,5261,487,1,4,18,464,268,1,218,49291,29,2621
sqlitebrowser/sqlitebrowser,Procedural_Static_Allow_Unmanaged,6027,1355,51,56,82,1166,935,21,399,680627,79,5937
square/okhttp,Procedural_Static_Disallow_Managed,9197,1559,17,157,253,1132,964,24,571,217377,202,3119
square/picasso,Procedural_Static_Disallow_Managed,2401,298,3,32,68,195,138,5,155,33247,107,2418
square/retrofit,Procedural_Static_Disallow_Managed,3446,306,0,17,12,277,149,7,150,71528,119,3328
stedolan/jq,Procedural_Static_Allow_Unmanaged,1445,462,13,3,42,404,174,2,286,79183,51,2653
stedolan/jq,Scripting_Dynamic_Allow_Managed,17,6,0,0,0,6,1,0,5,4381,3,2175
stedolan/jq,Scripting_Dynamic_Disallow_Managed,13,1,0,0,1,0,1,0,0,353,4,2358
storybookjs/storybook,Procedural_Static_Allow_Unmanaged,52,4,0,0,0,4,0,0,4,705,6,492
storybookjs/storybook,Procedural_Static_Disallow_Managed,36,3,0,0,0,3,0,0,3,285,6,492
storybookjs/storybook,Scripting_Dynamic_Allow_Managed,23640,4564,15,8,93,4448,1287,48,3229,264186,586,1460
swiftmailer/swiftmailer,Scripting_Dynamic_Allow_Managed,7272,1660,19,1,50,1590,459,174,1027,242210,149,4390
swoole/swoole-src,Procedural_Static_Allow_Unmanaged,19777,5125,72,173,759,4121,1662,121,3342,452422,166,2698
swoole/swoole-src,Procedural_Static_Disallow_Managed,23,3,0,0,0,3,1,0,2,274,4,1992
swoole/swoole-src,Scripting_Dynamic_Allow_Managed,2921,436,1,18,45,372,131,16,289,57856,52,2698
swoole/swoole-src,Scripting_Dynamic_Disallow_Managed,8,1,0,0,0,1,0,0,1,144,4,1495
symfony/symfony,Scripting_Dynamic_Allow_Managed,106133,30574,183,229,1631,28531,12080,599,17895,1466883,2395,3627
syncthing/syncthing,Procedural_Static_Disallow_Managed,21032,6741,27,154,1018,5542,4840,96,1805,3038358,151,2184
syncthing/syncthing,Scripting_Dynamic_Allow_Managed,858,338,5,8,14,311,195,4,139,109720,65,2165
taigaio/taiga-front,Scripting_Dynamic_Allow_Managed,8416,1960,13,17,108,1822,787,24,1149,146279,40,1988
taigaio/taiga-front,Scripting_Dynamic_Disallow_Managed,20,6,0,0,0,6,1,0,5,524,5,1253
taosdata/TDengine,Procedural_Static_Allow_Unmanaged,2164,462,0,8,28,426,312,7,143,200484,25,153
taosdata/TDengine,Procedural_Static_Disallow_Managed,49,15,0,0,0,15,9,1,5,3524,10,140
taosdata/TDengine,Scripting_Dynamic_Allow_Managed,61,24,2,0,0,22,12,6,6,2675,1,83
taosdata/TDengine,Scripting_Dynamic_Disallow_Managed,75,60,0,0,4,56,11,0,49,3680,2,118
tarantool/tarantool,Procedural_Dynamic_Allow_Managed,7904,2325,21,76,247,1981,1576,39,710,336707,106,3070
tarantool/tarantool,Procedural_Static_Allow_Unmanaged,27553,7011,85,331,1147,5448,4419,181,2411,1107016,124,3375
tarantool/tarantool,Scripting_Dynamic_Allow_Managed,393,94,0,0,4,90,39,0,55,12987,15,2118
tarantool/tarantool,Scripting_Dynamic_Disallow_Managed,1171,286,1,13,13,259,153,1,132,20535,40,3239
teamcapybara/capybara,Scripting_Dynamic_Allow_Managed,66,13,0,0,0,13,8,2,3,10858,15,3660
teamcapybara/capybara,Scripting_Dynamic_Disallow_Managed,7033,967,4,23,21,919,496,14,457,72725,262,3685
telegramdesktop/tdesktop,Procedural_Static_Allow_Unmanaged,43309,7220,59,305,385,6471,4795,138,2287,1266638,68,1992
telegramdesktop/tdesktop,Scripting_Dynamic_Disallow_Managed,124,18,0,0,1,17,13,0,5,4184,3,1986
tensorflow/models,Procedural_Static_Allow_Unmanaged,1398,94,0,54,2,38,91,0,3,109129,23,1353
tensorflow/models,Scripting_Dynamic_Disallow_Managed,10262,1995,17,49,40,1889,1299,36,660,663267,517,1426
tensorflow/tensorflow,Functional_Static_Disallow_Managed,157,1,0,0,0,1,1,0,0,5666,4,245
tensorflow/tensorflow,Procedural_Static_Allow_Unmanaged,126593,16610,297,614,1621,14078,11729,575,4306,4046024,1079,1495
tensorflow/tensorflow,Procedural_Static_Disallow_Managed,2400,303,0,12,17,274,234,7,62,4150273,150,1491
tensorflow/tensorflow,Scripting_Dynamic_Allow_Managed,105,22,1,0,0,21,20,1,1,1484,16,575
tensorflow/tensorflow,Scripting_Dynamic_Disallow_Managed,83438,14242,193,238,582,13229,10432,231,3579,2798016,1668,1495
tensorflow/tfjs,Procedural_Static_Allow_Unmanaged,423,75,0,0,11,64,60,0,15,11497,11,655
tensorflow/tfjs,Scripting_Dynamic_Allow_Managed,416,79,3,0,4,72,56,0,23,30918,21,859
tensorflow/tfjs,Scripting_Dynamic_Disallow_Managed,599,188,4,0,0,184,142,8,38,27980,27,853
tesseract-ocr/tesseract,Procedural_Static_Allow_Unmanaged,13529,4127,7,4,384,3732,3277,75,775,763051,114,4655
tesseract-ocr/tesseract,Procedural_Static_Disallow_Managed,63,35,0,0,3,32,35,0,0,2669,4,3802
tesseract-ocr/tesseract,Scripting_Dynamic_Disallow_Managed,51,23,0,0,0,23,9,0,14,4356,11,2804
testerSunshine/12306,Scripting_Dynamic_Disallow_Managed,703,96,0,0,1,95,5,0,91,10841,20,884
the-control-group/voyager,Scripting_Dynamic_Allow_Managed,7796,2408,11,1,25,2371,1674,1,733,810275,369,1134
thephpleague/flysystem,Scripting_Dynamic_Allow_Managed,2221,827,3,6,46,772,253,164,410,35030,132,2233
thepracticaldev/dev.to,Scripting_Dynamic_Allow_Managed,1135,421,5,1,69,346,250,17,154,30061,83,645
thepracticaldev/dev.to,Scripting_Dynamic_Disallow_Managed,7201,2475,56,40,108,2271,1349,104,1022,71998,169,650
thoughtbot/bourbon,Scripting_Dynamic_Disallow_Managed,348,28,0,1,0,27,15,0,13,2717,33,2944
thoughtbot/paperclip,Scripting_Dynamic_Disallow_Managed,3137,681,9,8,33,631,391,7,283,37739,341,4009
tmux/tmux,Procedural_Static_Allow_Unmanaged,16637,3565,39,81,543,2902,2177,27,1361,261043,42,4537
tmuxinator/tmuxinator,Scripting_Dynamic_Disallow_Managed,685,182,6,0,6,170,102,0,80,7732,79,3278
tobie/ua-parser,Procedural_Static_Disallow_Managed,200,34,0,0,9,25,24,0,10,5101,15,868
tobie/ua-parser,Scripting_Dynamic_Allow_Managed,412,46,0,1,0,45,17,3,26,35725,15,1197
tobie/ua-parser,Scripting_Dynamic_Disallow_Managed,70,20,0,0,0,20,14,0,6,1739,17,946
tootsuite/mastodon,Scripting_Dynamic_Allow_Managed,6062,2058,44,21,115,1878,1045,46,967,67576,250,1387
tootsuite/mastodon,Scripting_Dynamic_Disallow_Managed,11028,3965,34,64,220,3647,1870,174,1921,106695,258,1386
torch/torch7,Procedural_Dynamic_Allow_Managed,428,97,0,2,12,83,51,2,44,11290,91,1992
torch/torch7,Procedural_Static_Allow_Unmanaged,1154,226,2,8,22,194,117,6,103,33298,112,2064
tornadoweb/tornado,Procedural_Static_Allow_Unmanaged,10,4,0,0,0,4,2,0,2,208,7,3724
tornadoweb/tornado,Scripting_Dynamic_Allow_Managed,12,2,0,0,0,2,1,0,1,269,7,3212
tornadoweb/tornado,Scripting_Dynamic_Disallow_Managed,6669,1366,35,71,98,1162,655,34,677,100285,370,3732
torvalds/linux,Procedural_Static_Allow_Unmanaged,1694098,414313,8940,32080,89712,283581,336784,15055,62474,42542414,26531,6655
torvalds/linux,Scripting_Dynamic_Allow_Managed,1455,396,5,3,20,368,297,5,94,51734,278,5256
torvalds/linux,Scripting_Dynamic_Disallow_Managed,830,148,5,2,4,137,139,1,8,43613,139,4887
trekhleb/javascript-algorithms,Scripting_Dynamic_Allow_Managed,997,152,7,0,8,137,45,1,106,24651,52,456
tristanhimmelman/ObjectMapper,Functional_Static_Disallow_Managed,1225,156,0,1,4,151,107,5,44,24932,93,1697
tristanhimmelman/ObjectMapper,Procedural_Static_Allow_Unmanaged,21,0,0,0,0,0,0,0,0,229,4,1489
tsenart/vegeta,Procedural_Static_Disallow_Managed,679,146,4,3,16,123,95,6,45,29988,39,2273
turbolinks/turbolinks-classic,Scripting_Dynamic_Allow_Managed,332,108,0,0,22,86,63,4,41,3031,51,1112
turbolinks/turbolinks-classic,Scripting_Dynamic_Disallow_Managed,134,34,0,0,7,27,12,0,22,1429,21,1124
twbs/bootstrap,Scripting_Dynamic_Allow_Managed,9544,1447,5,14,24,1404,597,85,765,326022,300,3134
twbs/bootstrap,Scripting_Dynamic_Disallow_Managed,47,15,1,0,1,13,9,0,6,470,15,1552
twbs/bootstrap-sass,Scripting_Dynamic_Allow_Managed,925,47,0,0,1,46,41,0,6,21815,14,2703
twbs/bootstrap-sass,Scripting_Dynamic_Disallow_Managed,595,102,0,1,4,97,27,0,75,4487,31,2681
twitter-archive/flockdb,Functional_Static_Disallow_Managed,1380,233,1,30,13,189,34,0,199,13441,18,722
twitter-archive/flockdb,Scripting_Dynamic_Disallow_Managed,13,1,0,0,0,1,0,0,1,1709,2,533
twitter-archive/gizzard,Functional_Static_Disallow_Managed,2893,326,0,3,18,305,57,8,261,31099,29,793
twitter-archive/gizzard,Scripting_Dynamic_Disallow_Managed,18,2,0,2,0,0,0,0,2,906,4,47
twitter-archive/kestrel,Functional_Static_Disallow_Managed,1781,305,19,35,26,225,152,7,146,29402,37,2707
twitter-archive/kestrel,Procedural_Static_Disallow_Managed,14,1,0,0,0,1,0,0,1,0,1,89
twitter-archive/snowflake,Functional_Static_Disallow_Managed,349,34,1,0,2,31,7,0,27,2511,14,1539
twitter-archive/snowflake,Procedural_Static_Disallow_Managed,15,0,0,0,0,0,0,0,0,0,3,607
twitter-archive/snowflake,Scripting_Dynamic_Disallow_Managed,16,1,0,0,0,1,0,0,1,70,4,1464
twitter/finagle,Functional_Static_Disallow_Managed,26146,5199,102,361,892,3844,3765,128,1306,513750,370,3340
twitter/finagle,Procedural_Static_Disallow_Managed,902,154,0,7,13,134,101,0,53,69232,72,3336
twitter/finagle,Scripting_Dynamic_Disallow_Managed,77,11,0,0,1,10,9,0,2,1382,21,2890
twitter/scalding,Functional_Static_Disallow_Managed,6313,913,14,6,43,850,363,42,508,140091,204,2885
twitter/scalding,Procedural_Static_Disallow_Managed,103,15,0,0,0,15,9,0,6,5749,18,2127
twitter/scalding,Scripting_Dynamic_Disallow_Managed,109,23,0,0,1,22,12,2,9,2203,30,2702
twitter/summingbird,Functional_Static_Disallow_Managed,3725,475,4,16,38,417,225,1,249,58754,44,2226
twitter/summingbird,Procedural_Static_Disallow_Managed,186,11,0,0,1,10,7,0,4,2249,6,1330
twitter/twemproxy,Procedural_Static_Allow_Unmanaged,592,104,0,3,18,83,45,8,51,12558,33,2212
twitter/twemproxy,Scripting_Dynamic_Disallow_Managed,33,3,0,0,0,3,2,0,1,1802,6,1051
twitter/util,Functional_Static_Disallow_Managed,5319,1023,5,185,109,724,750,47,226,131079,237,3412
twitter/util,Procedural_Static_Disallow_Managed,251,20,0,3,0,17,17,0,3,6748,48,3324
tymondesigns/jwt-auth,Scripting_Dynamic_Allow_Managed,2756,1054,1,0,15,1038,479,70,505,23314,67,1830
typelevel/cats,Functional_Static_Disallow_Managed,8596,1560,0,9,95,1456,817,67,676,104429,274,1777
typeorm/typeorm,Scripting_Dynamic_Allow_Managed,22,4,0,0,0,4,0,0,4,909,5,1180
uglide/RedisDesktopManager,Procedural_Static_Allow_Unmanaged,6516,862,6,59,81,716,379,32,451,512714,23,2260
uglide/RedisDesktopManager,Scripting_Dynamic_Allow_Managed,58,22,0,0,0,22,13,0,9,2104,4,1741
