project,language,commits,bcommits,Algo,Conc,Mem,Prog,Fail,Perf,Sec,tins,devs,max_commit_age
ornicar/lila,Java,263,23,0,0,1,22,12,1,10,27525,6,2683
ornicar/lila,JavaScript,11404,1886,34,40,161,1651,575,45,1266,231369,51,2763
ornicar/lila,Perl,225,11,0,0,0,11,2,0,9,1847,2,1838
ornicar/lila,Python,37,6,0,0,0,6,0,0,6,378,5,2726
ornicar/lila,Scala,48699,4155,48,86,380,3641,1274,72,2809,369747,85,2847
ornicar/lila,Swift,194,12,0,0,0,12,7,0,5,1450,4,1838
ornicar/lila,TypeScript,4192,650,3,16,49,582,175,56,419,43573,27,1021
osquery/osquery,C,3352,617,2,29,23,563,376,7,234,101707,96,1949
osquery/osquery,C++,11373,2345,13,89,107,2136,1358,25,962,219256,216,1956
osquery/osquery,JavaScript,146,0,0,0,0,0,0,0,0,23307,3,1246
osquery/osquery,Objective-C,292,73,2,2,14,55,37,2,34,6852,42,1878
osquery/osquery,Python,571,123,0,4,7,112,62,0,61,9826,54,1958
osquery/osquery,Ruby,636,17,0,0,1,16,5,0,12,7236,19,1160
overtrue/wechat,PHP,6580,2139,1,24,62,2052,1393,77,669,98484,123,1457
p0pr0ck5/lua-resty-waf,Lua,912,147,6,2,3,136,100,0,47,21481,7,1243
p0pr0ck5/lua-resty-waf,Perl,94,29,2,1,0,26,17,0,12,2405,1,338
palantir/blueprint,JavaScript,563,154,0,1,4,149,124,0,30,462682,20,1128
palantir/blueprint,TypeScript,7503,1993,63,9,126,1795,1251,18,724,117368,169,1139
pallets/flask,Python,3167,663,4,3,11,645,320,8,335,47261,335,3519
pandas-dev/pandas,C,913,303,8,2,45,248,187,11,105,159858,85,3779
pandas-dev/pandas,Python,54414,15554,168,64,549,14773,8604,239,6711,1475851,1859,3780
paradoxxxzero/butterfly,CoffeeScript,243,87,2,1,7,77,21,0,66,13595,3,1734
paradoxxxzero/butterfly,JavaScript,371,155,4,3,9,139,33,2,120,25404,5,1734
paradoxxxzero/butterfly,Python,389,151,2,1,8,140,34,1,116,4731,15,1734
parcel-bundler/parcel,JavaScript,7167,1382,71,79,87,1145,830,28,524,124665,205,857
parcel-bundler/parcel,TypeScript,60,14,0,0,0,14,4,7,3,304,7,709
pbatard/rufus,C,3549,1595,45,33,131,1386,1116,54,425,133064,27,2927
pbatard/rufus,C#,14,5,0,0,0,5,2,0,3,1669,1,364
phacility/phabricator,JavaScript,2574,800,12,27,79,682,444,4,352,64228,53,3208
phacility/phabricator,PHP,75966,14303,284,498,732,12789,8338,66,5899,1235187,323,3248
phalcon/cphalcon,C,60473,11351,23,36,1740,9552,5500,24,5827,28620846,93,2828
phalcon/cphalcon,JavaScript,980,6,0,0,4,2,4,0,2,950015,9,2558
phalcon/cphalcon,PHP,47134,2728,10,17,108,2593,1105,68,1555,1966438,178,2821
phanan/koel,JavaScript,1250,130,1,1,5,123,47,4,79,25476,8,1354
phanan/koel,PHP,2403,707,9,1,36,661,425,11,271,29765,27,1450
philc/vimium,CoffeeScript,3672,821,15,32,51,723,519,22,280,38167,71,2733
philc/vimium,JavaScript,727,166,6,1,12,147,98,1,67,11549,58,1221
php/php-src,C,169810,49610,341,1153,7182,40934,24084,771,24755,10415284,896,7552
php/php-src,C++,793,213,0,4,31,178,86,1,126,26308,56,7005
php/php-src,Java,181,13,0,0,0,13,2,0,11,3839,11,5155
php/php-src,JavaScript,482,118,2,4,6,106,53,3,62,17805,37,5845
php/php-src,PHP,5167,1110,5,9,43,1053,601,12,497,122144,208,7552
php/php-src,Perl,34,0,0,0,0,0,0,0,0,1107,8,7128
pingcap/tidb,Go,45651,5773,150,351,282,4990,2607,72,3094,1765169,425,1557
pjreddie/darknet,C,2620,455,0,14,14,427,272,8,175,73621,9,1772
pjreddie/darknet,Python,21,1,0,0,0,1,1,0,0,454,1,969
pkulchenko/ZeroBraneStudio,C,16,4,0,0,0,4,1,0,3,728,3,2456
pkulchenko/ZeroBraneStudio,Lua,6658,1563,37,19,69,1438,1088,37,438,309938,58,4100
plataformatec/devise,Ruby,6405,845,12,12,46,775,371,8,466,46968,495,3724
plataformatec/simple_form,Ruby,3065,433,0,17,102,314,264,4,165,26592,192,3621
playframework/playframework,CoffeeScript,37,6,0,0,0,6,4,0,2,1765,10,1840
playframework/playframework,Java,8770,2017,14,21,37,1945,941,6,1070,160717,201,2997
playframework/playframework,JavaScript,218,34,3,0,0,31,25,0,9,54509,31,2877
playframework/playframework,Scala,23517,4934,39,103,200,4592,2588,43,2303,352400,532,3011
pocorall/scaloid,Java,9,2,0,0,0,2,0,0,2,285,4,852
pocorall/scaloid,Scala,1001,138,0,0,2,136,41,1,96,60451,17,2128
polynote/polynote,JavaScript,494,99,9,0,16,74,61,1,37,11903,3,287
polynote/polynote,Python,23,6,0,0,0,6,0,0,6,26764,2,176
polynote/polynote,Scala,1885,585,5,25,60,495,355,2,228,39024,6,324
polynote/polynote,TypeScript,266,43,0,0,4,39,26,2,15,6007,5,80
pooler/cpuminer,C,429,52,1,4,9,38,26,1,25,14266,14,2967
pret/pokecrystal,Assembly,45151,3156,24,71,121,2940,1240,6,1910,1567291,49,2829
pret/pokecrystal,C,50,29,0,0,5,24,7,0,22,2084,7,905
pret/pokecrystal,Python,775,148,1,0,3,144,48,0,100,41961,14,2651
pret/pokered,Assembly,16674,1590,9,1,7,1573,925,1,664,747817,50,3609
pret/pokered,C,52,0,0,0,0,0,0,0,0,1822,5,2576
pret/pokered,C++,57,2,0,0,0,2,1,0,1,1972,2,628
pret/pokered,Python,302,43,0,0,0,43,39,0,4,12967,9,2555
prettier/prettier,JavaScript,10637,2756,164,45,43,2504,1550,15,1191,264786,253,1105
prettier/prettier,TypeScript,433,265,2,0,0,263,72,0,193,5981,31,992
prisma/prisma,C,15,4,0,0,1,3,1,0,3,88,2,281
prisma/prisma,Java,128,30,0,1,5,24,12,0,18,1620,4,666
prisma/prisma,JavaScript,513,125,0,0,0,125,16,0,109,19093,17,656
prisma/prisma,Ruby,141,18,0,0,0,18,4,0,14,1766,3,113
prisma/prisma,Scala,18938,1659,27,31,125,1476,555,12,1092,354438,17,746
prisma/prisma,TypeScript,6618,1610,30,0,39,1541,493,7,1110,148179,48,888
project-everest/hacl-star,Assembly,2346,0,0,0,0,0,0,0,0,143365,5,279
project-everest/hacl-star,C,9145,143,0,0,10,133,22,6,115,593705,19,719
prometheus/prometheus,Go,24408,3222,26,183,279,2734,2038,43,1141,3061612,441,2573
prometheus/prometheus,JavaScript,273,73,2,0,4,67,53,0,20,35714,56,2485
prometheus/prometheus,Perl,40,9,0,0,0,9,9,0,0,2220,6,1161
prometheus/prometheus,TypeScript,239,38,0,0,0,38,38,0,0,8496,8,53
protocolbuffers/protobuf,C,6071,1009,0,16,82,911,508,2,499,394942,256,4146
protocolbuffers/protobuf,C#,6206,869,0,2,11,856,380,15,474,775523,48,4127
protocolbuffers/protobuf,C++,7121,981,5,8,84,884,567,9,405,473653,234,4164
protocolbuffers/protobuf,Go,22,7,0,0,4,3,2,0,5,702,5,1188
protocolbuffers/protobuf,Java,2776,183,2,6,8,167,97,0,86,241143,89,4128
protocolbuffers/protobuf,JavaScript,395,52,1,4,1,46,11,1,40,30238,25,1434
protocolbuffers/protobuf,Objective-C,563,143,0,4,1,138,53,0,90,93184,25,1684
protocolbuffers/protobuf,PHP,956,243,0,3,45,195,91,0,152,44571,28,1325
protocolbuffers/protobuf,Python,1348,128,0,0,4,124,93,0,35,55965,73,4142
protocolbuffers/protobuf,Ruby,258,72,0,2,1,69,45,0,27,9842,38,1807
protocolbuffers/protobuf,Swift,7,2,0,0,0,2,1,0,1,630,2,521
proxyee-down-org/proxyee-down,Java,1129,20,0,0,0,20,14,0,6,22874,4,701
proxyee-down-org/proxyee-down,JavaScript,261,15,0,0,0,15,10,0,5,5006,11,686
psf/requests,Python,4486,803,22,5,26,750,311,13,479,107237,479,3175
pubkey/rxdb,JavaScript,4845,629,19,8,30,572,173,1,455,579620,34,1099
pubkey/rxdb,TypeScript,1116,447,1,0,38,408,27,0,420,18123,28,1094
puppeteer/puppeteer,JavaScript,3450,1179,11,32,55,1081,829,8,342,103390,130,944
puppeteer/puppeteer,TypeScript,19,7,0,0,0,7,2,0,5,433,4,777
pypa/pipenv,C,148,0,0,0,0,0,0,0,0,41187,3,722
pypa/pipenv,Python,10555,1707,28,33,39,1607,1213,89,405,715489,233,960
python/cpython,Assembly,23,3,0,0,0,3,2,0,1,4430,6,4833
python/cpython,C,55898,14908,79,546,2430,11853,8880,203,5825,3656646,502,10648
python/cpython,C++,104,31,2,2,5,22,19,0,12,9324,13,7741
python/cpython,JavaScript,43,6,0,0,0,6,1,0,5,763,12,2919
python/cpython,Objective-C,70,25,0,0,0,25,19,0,6,2069,8,5153
python/cpython,Perl,42,5,0,0,0,5,3,0,2,2154,4,3465
python/cpython,Python,95403,22959,213,834,1276,20636,13693,255,9011,2655338,845,10650
pytorch/pytorch,C,28445,4280,86,151,265,3778,3335,250,695,783295,842,2877
pytorch/pytorch,C++,33304,5259,81,237,307,4634,4274,303,682,899743,834,1629
pytorch/pytorch,Java,55,6,0,0,0,6,6,0,0,3002,3,95
pytorch/pytorch,Lua,120,24,0,0,3,21,16,0,8,2496,19,2151
pytorch/pytorch,Objective-C,168,43,0,2,2,39,41,2,0,17880,18,956
pytorch/pytorch,Python,26558,6012,106,195,243,5468,4260,258,1494,660312,1260,1629
pytorch/pytorch,Ruby,14,2,0,0,0,2,2,0,0,248,4,71
radareorg/radare2,Assembly,12,10,0,0,0,10,5,0,5,94,2,2501
radareorg/radare2,C,58109,29457,699,375,4777,23606,12587,304,16566,1577621,813,3960
radareorg/radare2,Go,7,5,0,0,1,4,1,0,4,59,2,1194
radareorg/radare2,JavaScript,775,253,0,0,23,230,159,0,94,149967,23,3117
radareorg/radare2,Lua,23,3,0,0,0,3,2,0,1,878,2,1721
radareorg/radare2,Perl,41,15,0,0,1,14,9,0,6,647,6,2727
radareorg/radare2,Python,201,78,0,3,12,63,37,0,41,3419,18,3901
radareorg/radare2,Ruby,22,4,0,0,0,4,3,0,1,300,2,1772
rails/rails,CoffeeScript,283,41,0,2,4,35,27,0,14,2397,43,3090
rails/rails,JavaScript,913,136,3,5,12,116,74,1,61,99012,91,5334
rails/rails,Lua,21,3,0,0,0,3,3,0,0,224,7,1763
rails/rails,Ruby,128063,22459,133,419,1512,20395,13236,263,8960,1233639,4077,5495
railsware/upterm,JavaScript,314,43,1,0,6,36,11,0,32,5061,11,852
railsware/upterm,TypeScript,4716,830,15,6,100,709,292,7,531,203833,51,1265
ramsey/uuid,PHP,1051,170,1,0,7,162,45,0,125,15729,53,2710
rapid7/metasploit-framework,Assembly,325,39,0,2,2,35,24,1,14,16657,35,4537
rapid7/metasploit-framework,C,8061,294,0,25,26,243,145,11,138,732743,59,5292
rapid7/metasploit-framework,C++,595,22,0,1,1,20,9,5,8,221896,27,4933
rapid7/metasploit-framework,Go,31,10,0,1,0,9,0,0,10,1927,3,62
rapid7/metasploit-framework,Java,2181,314,0,33,16,265,175,21,118,64077,32,3931
rapid7/metasploit-framework,JavaScript,1140,49,0,0,1,48,13,0,36,185155,30,4536
rapid7/metasploit-framework,Lua,28,2,0,0,0,2,0,0,2,295,6,2299
rapid7/metasploit-framework,Objective-C,57,14,0,0,1,13,1,2,11,7300,4,3700
rapid7/metasploit-framework,PHP,98,19,0,1,0,18,13,0,6,4753,11,2817
rapid7/metasploit-framework,Perl,106,21,0,0,0,21,1,0,20,3216,8,4221
rapid7/metasploit-framework,Python,315,68,4,2,2,60,30,3,35,17612,42,3727
rapid7/metasploit-framework,Ruby,144550,29205,151,361,775,27918,12578,731,15896,4305138,1122,5372
raywenderlich/swift-algorithm-club,Swift,2312,539,12,0,11,516,210,4,325,70822,229,1382
rclone/rclone,C,16,1,0,0,0,1,0,0,1,538,1,1105
rclone/rclone,Go,44425,4523,23,91,347,4062,2514,81,1928,10436017,255,2574
rclone/rclone,Perl,53,12,0,0,0,12,3,0,9,2574,1,910
rclone/rclone,Python,87,15,0,0,1,14,14,0,1,1915,13,1556
react-dnd/react-dnd,JavaScript,2725,159,0,0,1,158,74,1,84,44551,50,1875
react-dnd/react-dnd,TypeScript,2609,1053,12,0,0,1041,533,18,502,23241,35,583
react-native-community/react-native-maps,C,292,69,0,0,2,67,53,4,12,4351,66,1393
react-native-community/react-native-maps,Java,439,98,0,0,6,92,77,6,15,12908,98,1373
react-native-community/react-native-maps,JavaScript,772,209,2,0,1,206,85,1,123,20227,113,1404
react-native-community/react-native-maps,Objective-C,524,163,0,0,10,153,110,6,47,12663,124,1406
react-native-community/react-native-maps,TypeScript,40,11,0,0,0,11,7,0,4,1305,36,798
react-navigation/react-navigation,Java,22,3,0,0,0,3,3,0,0,85,6,824
react-navigation/react-navigation,JavaScript,2386,898,4,3,17,874,600,11,287,161464,222,972
react-navigation/react-navigation,TypeScript,124,35,0,0,1,34,12,0,23,2408,28,327
reactiveui/ReactiveUI,C#,9944,1976,3,74,241,1658,816,23,1137,282729,148,3464
reactiveui/ReactiveUI,Ruby,14,0,0,0,0,0,0,0,0,192,2,1941
realm/SwiftLint,Swift,8462,1753,4,2,69,1678,670,23,1060,85464,212,1662
realm/realm-cocoa,C,4261,575,7,10,30,528,305,9,261,78233,66,2768
realm/realm-cocoa,C++,1620,237,4,29,20,184,118,6,113,53314,38,2768
realm/realm-cocoa,JavaScript,14,1,0,0,0,1,1,0,0,1775,5,2720
realm/realm-cocoa,Objective-C,9766,1684,28,64,104,1488,864,27,793,187388,86,2768
realm/realm-cocoa,Python,49,7,0,0,1,6,6,0,1,1505,9,2749
realm/realm-cocoa,Ruby,92,13,0,0,0,13,10,0,3,716,7,1952
realm/realm-cocoa,Swift,4477,771,7,19,18,727,522,16,233,99124,55,1986
recharts/recharts,JavaScript,4689,1520,6,8,28,1478,600,30,890,203705,144,1561
recharts/recharts,TypeScript,271,152,0,0,0,152,88,0,64,5159,3,46
reduxjs/redux,JavaScript,2416,454,3,4,5,442,150,1,303,26162,226,1639
reduxjs/redux,TypeScript,184,46,0,0,7,39,17,0,29,3830,30,1377
resque/resque,JavaScript,13,0,0,0,0,0,0,0,0,217,8,2483
resque/resque,Ruby,1418,289,7,49,8,225,149,6,134,13545,195,3435
restsharp/RestSharp,C#,3354,925,1,1,22,901,568,6,351,119197,238,3574
rethinkdb/rethinkdb,C,2990,869,0,1,4,864,811,1,57,779111,24,2609
rethinkdb/rethinkdb,C++,70381,13479,141,845,1266,11227,8419,249,4811,2411386,112,3652
rethinkdb/rethinkdb,CoffeeScript,3866,1095,11,8,25,1051,453,20,622,88234,56,2116
rethinkdb/rethinkdb,Java,4340,360,0,11,7,342,74,16,270,78542,24,1883
rethinkdb/rethinkdb,JavaScript,9285,2836,1,1,8,2826,2645,11,180,855290,35,2552
rethinkdb/rethinkdb,Perl,136,15,0,0,0,15,0,0,15,14971,10,2637
rethinkdb/rethinkdb,Python,7905,1728,7,39,39,1643,1153,17,558,311379,98,3491
rethinkdb/rethinkdb,Ruby,1716,333,8,12,2,311,136,10,187,43948,39,1908
robb/Cartography,Swift,752,91,0,5,1,85,56,4,31,12151,35,1805
robbiehanson/CocoaAsyncSocket,C,271,57,0,2,1,54,20,5,32,8130,20,4016
robbiehanson/CocoaAsyncSocket,Objective-C,570,206,1,12,16,177,88,15,103,53036,45,4016
robbiehanson/CocoaAsyncSocket,Swift,13,1,0,1,0,0,0,0,1,789,4,771
robertdavidgraham/masscan,C,2134,308,20,6,6,276,47,9,252,80451,32,2247
roots/sage,JavaScript,651,75,0,1,0,74,42,4,29,16170,60,2846
roots/sage,PHP,1744,319,3,0,8,308,155,0,164,16210,130,2851
rsnapshot/rsnapshot,Perl,514,110,1,2,2,105,61,2,47,18695,26,5745
rtyley/bfg-repo-cleaner,Scala,634,102,0,4,17,81,78,8,16,7570,5,1847
rubocop-hq/rubocop,Ruby,27525,9036,66,72,156,8742,4140,196,4700,382239,639,2790
ruby-grape/grape,Ruby,3483,1080,6,13,28,1033,626,0,454,48931,286,3416
ruby/ruby,Assembly,12,1,0,0,0,1,1,0,0,160,2,7
ruby/ruby,C,52825,11773,30,918,1044,9781,8297,219,3257,1660574,177,7999
ruby/ruby,C++,18,8,0,0,0,8,1,0,7,1470,3,77
ruby/ruby,JavaScript,30,0,0,0,0,0,0,0,0,1007,6,3435
ruby/ruby,Python,41,8,0,0,0,8,8,0,0,586,12,7409
ruby/ruby,Ruby,75242,11775,43,514,478,10740,7169,106,4500,2000076,219,7999
sbt/sbt,Java,737,89,0,23,9,57,38,0,51,6994,35,3806
sbt/sbt,Python,46,10,0,0,0,10,4,1,5,535,3,625
sbt/sbt,Scala,19192,3825,25,453,293,3054,1987,71,1767,279723,206,3819
scala-js/scala-js,JavaScript,345,141,0,0,9,132,83,3,55,6834,12,2376
scala-js/scala-js,Scala,16043,6877,43,43,187,6604,3875,282,2720,438563,76,3140
scala-native/scala-native,C,417,60,0,1,7,52,46,0,14,17575,22,1357
scala-native/scala-native,C++,47,15,0,0,0,15,15,0,0,10410,11,1211
scala-native/scala-native,Python,24,3,0,0,0,3,2,0,1,1535,3,1110
scala-native/scala-native,Scala,7722,1827,9,13,142,1663,997,55,775,294262,83,1437
scala/scala,C#,139,3,0,0,2,1,3,0,0,2095,7,1862
scala/scala,Java,9057,1200,6,8,54,1132,730,25,445,311233,91,6062
scala/scala,JavaScript,230,66,0,0,0,66,41,8,17,18899,34,5800
scala/scala,Scala,114893,22788,225,500,865,21198,13541,727,8520,1711542,587,6143
scalanlp/breeze,Java,36,1,0,0,0,1,1,0,0,228,7,3747
scalanlp/breeze,Scala,10422,1196,5,10,20,1161,431,68,697,230678,129,4137
scalatra/scalatra,Java,31,2,0,0,0,2,1,0,1,2692,8,3072
scalatra/scalatra,JavaScript,105,10,0,0,0,10,5,0,5,25098,7,2336
scalatra/scalatra,Scala,6241,827,0,10,25,792,381,15,431,76512,119,3833
scalaz/scalaz,Java,227,1,0,0,0,1,1,0,0,32783,12,1336
scalaz/scalaz,Scala,16099,1672,5,31,87,1549,755,10,907,218757,254,3973
scikit-learn/scikit-learn,C,2230,408,4,1,48,355,175,9,224,2033899,103,3579
scikit-learn/scikit-learn,C++,227,50,1,0,10,39,24,0,26,88456,40,3606
scikit-learn/scikit-learn,JavaScript,40,10,0,0,1,9,3,0,7,35844,9,2789
scikit-learn/scikit-learn,Python,41474,10432,152,51,425,9804,4473,165,5794,752245,1610,3626
scrapy/scrapy,Python,11414,1697,3,31,134,1529,906,15,776,158688,281,4178
scwang90/SmartRefreshLayout,Java,3356,16,0,0,0,16,11,4,1,79976,9,807
sebastianbergmann/phpunit,JavaScript,43,0,0,0,0,0,0,0,0,260,2,2270
sebastianbergmann/phpunit,PHP,28557,4651,15,8,189,4439,1138,37,3476,320453,422,4911
serbanghita/Mobile-Detect,PHP,759,153,0,2,9,142,43,15,95,17978,75,3769
serverless/serverless,C#,22,2,0,0,0,2,2,0,0,170,7,450
serverless/serverless,Go,26,1,0,0,0,1,0,0,1,504,6,643
serverless/serverless,Java,61,4,0,0,0,4,4,0,0,1024,15,1179
serverless/serverless,JavaScript,20478,2989,52,60,66,2811,1074,48,1867,690448,435,1695
serverless/serverless,Python,68,7,0,0,1,6,3,0,4,407,26,1387
serverless/serverless,Ruby,17,2,0,0,0,2,1,0,1,163,8,664
serverless/serverless,TypeScript,12,0,0,0,0,0,0,0,0,38,9,611
sferik/rails_admin,CoffeeScript,109,36,0,1,0,35,17,0,19,855,36,2843
sferik/rails_admin,JavaScript,2087,139,0,1,16,122,77,3,59,345070,66,3361
sferik/rails_admin,Ruby,6844,1474,4,25,47,1398,604,20,850,78395,301,3381
shadowsocks/ShadowsocksX-NG,C,1166,4,0,0,0,4,3,0,1,63802,8,1196
shadowsocks/ShadowsocksX-NG,Objective-C,158,18,0,0,0,18,7,0,11,10952,14,1240
shadowsocks/ShadowsocksX-NG,Swift,1291,65,0,0,8,57,30,0,35,54916,24,1250
shadowsocks/shadowsocks-windows,C#,2161,311,10,11,25,265,140,6,165,64599,70,2509
shuzheng/zheng,Java,2046,0,0,0,0,0,0,0,0,58109,6,771
shuzheng/zheng,JavaScript,624,0,0,0,0,0,0,0,0,36847,4,722
sim-/tgy,Assembly,341,99,0,2,6,91,52,9,38,9530,5,2113
sinatra/sinatra,Ruby,3539,738,7,14,26,691,393,1,344,56084,302,4430
sindresorhus/refined-github,JavaScript,1357,272,0,7,13,252,129,6,137,14986,96,1164
sindresorhus/refined-github,TypeScript,1665,221,0,9,14,198,126,5,90,11038,69,325
sitaramc/gitolite,Perl,502,68,0,1,7,60,44,0,24,9113,13,2600
sjdy521/Mojo-Webqq,Perl,1356,7,0,0,0,7,3,0,4,16690,24,1411
sjdy521/Mojo-Weixin,Perl,824,6,0,0,0,6,3,0,3,10635,10,1348
skylot/jadx,Java,7513,3212,10,73,541,2588,857,5,2350,123101,40,2458
slackapi/hubot-slack,CoffeeScript,656,123,0,1,3,119,47,0,76,7657,58,2289
slackhq/SlackTextViewController,C,1768,169,1,1,1,166,140,2,27,11682,32,1173
slackhq/SlackTextViewController,Objective-C,1613,468,7,5,11,445,338,6,124,42594,52,1462
slackhq/SlackTextViewController,Swift,142,5,0,0,0,5,5,0,0,16713,7,1093
slick/slick,Python,46,3,0,0,0,3,2,0,1,555,4,1700
slick/slick,Scala,8150,1079,6,28,52,993,686,9,384,103127,140,3927
slimphp/Slim,PHP,6509,937,7,19,32,879,392,15,530,113899,227,3367
snabbco/snabb,C,6195,1113,20,5,265,823,532,22,559,333085,26,3504
snabbco/snabb,Lua,7707,1331,12,32,171,1116,643,87,601,285971,58,3616
snabbco/snabb,Python,124,15,0,0,0,15,9,0,6,5460,8,1534
snowplow/snowplow,Java,197,29,0,2,0,27,19,0,10,3609,10,2460
snowplow/snowplow,JavaScript,317,42,0,4,0,38,18,0,24,10105,12,838
snowplow/snowplow,Ruby,1228,204,0,4,5,195,102,2,100,15253,22,2672
snowplow/snowplow,Scala,7921,518,3,11,11,493,303,3,212,123946,57,2731
socketio/socket.io,JavaScript,1402,387,13,9,22,343,169,7,211,34761,105,3058
soimort/you-get,Python,2387,853,8,3,18,824,151,3,699,27017,197,2610
sorich87/bootstrap-tour,CoffeeScript,443,102,2,0,1,99,46,2,54,6504,48,2287
sorich87/bootstrap-tour,JavaScript,1107,220,6,0,2,212,87,7,126,65192,36,1922
soyjavi/QuoJS,CoffeeScript,727,162,0,0,0,162,44,3,115,9559,27,1107
soyjavi/QuoJS,JavaScript,1089,100,0,0,0,100,48,3,49,33837,12,1215
spark-jobserver/spark-jobserver,Java,23,7,0,0,0,7,5,0,2,246,7,788
spark-jobserver/spark-jobserver,JavaScript,23,1,0,0,0,1,1,0,0,6054,8,1613
spark-jobserver/spark-jobserver,Python,41,8,0,0,0,8,7,0,1,922,8,497
spark-jobserver/spark-jobserver,Scala,2444,711,25,14,21,651,538,8,165,48246,107,2066
spf13/cobra,Go,806,235,3,1,7,224,102,2,131,20671,118,2236
spray/spray,JavaScript,131,21,0,0,0,21,0,0,21,7134,4,1544
spray/spray,Python,22,1,0,0,0,1,0,0,1,263,3,1029
spray/spray,Scala,11222,1194,24,23,81,1066,546,13,635,141005,81,2098
spree/spree,CoffeeScript,274,131,1,0,10,120,75,4,52,2356,74,2278
spree/spree,JavaScript,2880,907,8,2,41,856,587,23,297,139421,134,4291
spree/spree,Lua,18,2,0,0,0,2,2,0,0,144,4,855
spree/spree,Ruby,42775,12033,268,162,962,10641,6504,185,5344,691525,752,4301
spring-projects/spring-boot,Java,82390,11678,380,151,513,10634,7387,66,4225,1107756,568,2420
spring-projects/spring-boot,JavaScript,42,3,0,0,0,3,3,0,0,42925,8,2240
spring-projects/spring-boot,Ruby,10,2,0,0,0,2,0,0,2,60,6,1956
spring-projects/spring-framework,Java,127646,29462,110,761,1071,27520,22598,131,6733,2413853,418,4170
spring-projects/spring-framework,JavaScript,65,5,0,0,0,5,5,0,0,292,12,3339
spring-projects/spring-framework,Ruby,31,0,0,0,0,0,0,0,0,123,6,3017
sqitchers/sqitch,Perl,5261,487,1,4,18,464,268,1,218,49291,29,2621
sqlitebrowser/sqlitebrowser,C,2198,359,16,15,13,315,276,5,78,427804,52,5926
sqlitebrowser/sqlitebrowser,C++,3829,996,35,41,69,851,659,16,321,252823,75,5937
sqlitebrowser/sqlitebrowser,TypeScript,405,59,0,14,0,45,37,0,22,215980,38,1873
square/okhttp,Java,9197,1559,17,157,253,1132,964,24,571,217377,202,3119
square/picasso,Java,2401,298,3,32,68,195,138,5,155,33247,107,2418
square/retrofit,Java,3446,306,0,17,12,277,149,7,150,71528,119,3328
stedolan/jq,C,1445,462,13,3,42,404,174,2,286,79183,51,2653
stedolan/jq,JavaScript,17,6,0,0,0,6,1,0,5,4381,3,2175
stedolan/jq,Python,13,1,0,0,1,0,1,0,0,353,4,2358
storybookjs/storybook,C,13,1,0,0,0,1,0,0,1,80,6,492
storybookjs/storybook,Java,36,3,0,0,0,3,0,0,3,285,6,492
storybookjs/storybook,JavaScript,23640,4564,15,8,93,4448,1287,48,3229,264186,586,1460
storybookjs/storybook,Objective-C,39,3,0,0,0,3,0,0,3,625,6,492
storybookjs/storybook,TypeScript,5910,1358,9,8,12,1329,288,15,1055,100186,179,1314
swiftmailer/swiftmailer,JavaScript,73,1,0,0,0,1,1,0,0,12721,5,2338
swiftmailer/swiftmailer,PHP,7199,1659,19,1,50,1589,458,174,1027,229489,149,4390
swoole/swoole-src,C,15508,4216,63,160,628,3365,1443,83,2690,360641,154,2698
swoole/swoole-src,C++,4269,909,9,13,131,756,219,38,652,91781,44,2040
swoole/swoole-src,Go,23,3,0,0,0,3,1,0,2,274,4,1992
swoole/swoole-src,JavaScript,12,1,0,0,0,1,0,0,1,38,2,2017
swoole/swoole-src,PHP,2909,435,1,18,45,371,131,16,288,57818,52,2698
swoole/swoole-src,Python,8,1,0,0,0,1,0,0,1,144,4,1495
symfony/symfony,JavaScript,15,2,0,0,0,2,0,0,2,781,9,3221
symfony/symfony,PHP,106118,30572,183,229,1631,28529,12080,599,17893,1466102,2394,3627
syncthing/syncthing,Go,21032,6741,27,154,1018,5542,4840,96,1805,3038358,151,2184
syncthing/syncthing,JavaScript,858,338,5,8,14,311,195,4,139,109720,65,2165
taigaio/taiga-front,CoffeeScript,7371,1776,13,17,104,1642,710,24,1042,103866,36,1987
taigaio/taiga-front,JavaScript,1045,184,0,0,4,180,77,0,107,42413,19,1817
taigaio/taiga-front,Python,20,6,0,0,0,6,1,0,5,524,5,1253
taosdata/TDengine,C,2164,462,0,8,28,426,312,7,143,200484,25,153
taosdata/TDengine,Go,14,6,0,0,0,6,2,1,3,657,6,128
taosdata/TDengine,Java,35,9,0,0,0,9,7,0,2,2867,5,140
taosdata/TDengine,JavaScript,61,24,2,0,0,22,12,6,6,2675,1,83
taosdata/TDengine,Python,75,60,0,0,4,56,11,0,49,3680,2,118
tarantool/tarantool,C,18586,4304,54,197,754,3299,2764,119,1421,909000,116,3375
tarantool/tarantool,C++,7267,2216,25,106,307,1778,1369,58,789,144005,70,3069
tarantool/tarantool,JavaScript,46,7,0,0,0,7,2,0,5,2105,3,1134
tarantool/tarantool,Lua,7904,2325,21,76,247,1981,1576,39,710,336707,106,3070
tarantool/tarantool,Objective-C,1700,491,6,28,86,371,286,4,201,54011,16,815
tarantool/tarantool,PHP,25,2,0,0,1,1,1,0,1,676,3,347
tarantool/tarantool,Perl,322,85,0,0,3,82,36,0,49,10206,12,1446
tarantool/tarantool,Python,1151,280,1,13,12,254,152,1,127,20109,38,3188
tarantool/tarantool,Ruby,20,6,0,0,1,5,1,0,5,426,6,2050
